date,XLE,SPY
2012-02-03,0.01762,0.014018999999999998
2012-02-06,0.011956,-0.000669
2012-02-07,0.0051600000000000005,0.002529
2012-02-08,-0.003377,0.002968
2012-02-09,0.000136,0.001257
2012-02-10,-0.01003,-0.00738
2012-02-13,0.007941,0.007435
2012-02-14,0.001766,-0.001256
2012-02-15,-0.0016270000000000002,-0.00466
2012-02-16,0.013038,0.011066
2012-02-17,0.003754,0.002654
2012-02-21,0.006812,0.00044000000000000007
2012-02-22,0.002255,-0.00321
2012-02-23,0.00503,0.004403
2012-02-24,0.003951,0.002188
2012-02-27,-0.003148,0.00168
2012-02-28,-0.00329,0.002909
2012-02-29,-0.011354999999999999,-0.003918
2012-03-01,0.009615,0.005182
2012-03-02,-0.011376000000000002,-0.003035
2012-03-05,-0.006422,-0.004093
2012-03-06,-0.016294,-0.014625
2012-03-07,0.00835,0.0069759999999999996
2012-03-08,0.008146,0.009949
2012-03-09,-0.000943,0.003868
2012-03-12,-0.005526,7.3e-05
2012-03-13,0.012063,0.01804
2012-03-14,-0.009642,-0.001085
2012-03-15,0.001623,0.005789
2012-03-16,0.013697999999999998,0.001378
2012-03-19,0.004545,0.00392
2012-03-20,-0.015039,-0.0029109999999999995
2012-03-21,-0.011890000000000001,-0.001638
2012-03-22,-0.022563,-0.007204
2012-03-23,0.010912,0.003233
2012-03-26,0.007473,0.014034999999999999
2012-03-27,-0.010028000000000002,-0.003107
2012-03-28,-0.012488,-0.004959
2012-03-29,0.0,-0.001709
2012-03-30,0.00815,0.004136
2012-04-02,0.009756,0.007315
2012-04-03,-0.008696,-0.004089
2012-04-04,-0.012809999999999998,-0.009911
2012-04-05,-0.005642,-0.000501
2012-04-09,-0.012624,-0.011231
2012-04-10,-0.019638,-0.016785
2012-04-11,0.000249,0.008094
2012-04-12,0.021828,0.013066
2012-04-13,-0.015054000000000001,-0.011888
2012-04-16,-0.006696,-0.000656
2012-04-17,0.016266,0.014827
2012-04-18,-0.002019,-0.003394
2012-04-19,-0.0013,-0.006421
2012-04-20,-0.002315,0.00167
2012-04-23,-0.001015,-0.008409
2012-04-24,0.007403,0.003801
2012-04-25,0.009942,0.013692
2012-04-26,0.010558000000000001,0.006969
2012-04-27,-0.000424,0.0016410000000000003
2012-04-30,0.006215000000000001,-0.0037040000000000003
2012-05-01,0.014318000000000003,0.00622
2012-05-02,-0.01633,-0.002949
2012-05-03,-0.0166,-0.007661
2012-05-04,-0.022891000000000005,-0.016158
2012-05-07,-0.002928,0.00073
2012-05-08,-0.003231,-0.004012
2012-05-09,-0.004861,-0.005932
2012-05-10,0.004293,0.002063
2012-05-11,-0.00737,-0.003014
2012-05-14,-0.016632,-0.011060999999999998
2012-05-15,-0.016642,-0.005742
